Well Number,Standard Time (24 Hour) YYYY/MM/DD HH:MM:SS,Pressure (psia),Temperature (C),Logical Probe,Probe Status,Probe Description,Port Number,Port Description,Depth (m),Comments,Pressure Head = ((P2-Patm)/w) - (m),Piez. Zone Level (m) Dz = Dp - H,Head (m),Gradient
1,7/4/2024 12:40,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:40,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:40,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:40,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:40,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:40,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:40,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:40,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:40,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:40,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:40,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.66,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.66,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.63,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:41,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:42,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:42,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:42,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:42,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:42,126.69,4.66,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:42,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:42,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:42,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:42,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:42,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:42,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:42,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:42,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:42,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:42,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:42,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:42,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:42,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:42,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:42,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:42,126.69,4.65,1,Arm Out - Valve Closed,Tool #1,9,Port 9,114.3,,,,,
1,7/4/2024 12:48,120.6,4.55,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:48,120.6,4.55,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:48,120.6,4.55,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:48,120.6,4.54,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:48,120.6,4.54,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:48,120.6,4.55,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:48,120.6,4.54,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:48,120.6,4.55,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:48,120.6,4.54,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:48,120.12,4.55,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:48,118.38,4.54,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:48,115.77,4.54,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:48,114.62,4.53,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:48,113.49,4.54,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:48,112.5,4.54,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:48,113.33,4.55,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:48,112.8,4.55,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:48,112.49,4.53,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:48,113.03,4.55,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:48,113.06,4.55,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:48,113.27,4.54,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:48,113.13,4.53,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.2,4.53,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.53,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.53,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.19,4.53,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.53,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.53,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.53,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.52,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.52,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.52,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.52,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.52,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.52,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.52,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.52,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.52,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.51,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.52,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.52,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.51,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.51,1,Arm Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.19,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.19,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.18,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.19,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.19,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.22,4.46,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,113.22,4.45,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,118.88,4.48,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,118.88,4.45,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,118.88,4.45,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,118.88,4.45,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,118.88,4.45,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,118.88,4.45,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,118.89,4.45,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,118.89,4.45,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,118.88,4.45,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,118.88,4.45,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,118.89,4.45,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,118.89,4.45,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,118.89,4.45,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,118.89,4.45,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,118.89,4.45,1,Run (Arm) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,118.89,4.45,1,Run (Shoe) - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,118.89,4.45,1,Shoe Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,118.89,4.5,1,Shoe Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,118.9,4.5,1,Shoe Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:49,118.9,4.47,1,Shoe Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:50,118.9,4.5,1,Shoe Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:50,118.9,4.48,1,Shoe Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:50,118.9,4.48,1,Shoe Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:50,118.91,4.48,1,Shoe Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:50,118.91,4.48,1,Shoe Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:50,118.91,4.48,1,Shoe Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:50,118.91,4.48,1,Shoe Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:50,118.91,4.48,1,Shoe Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:50,118.91,4.48,1,Shoe Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:50,118.91,4.48,1,Shoe Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:50,118.91,4.48,1,Shoe Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:50,118.92,4.48,1,Shoe Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:50,118.92,4.47,1,Shoe Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:50,118.92,4.48,1,Shoe Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
1,7/4/2024 12:50,118.92,4.48,1,Shoe Out - Valve Closed,Tool #1,11,Port 11,104.85,,,,,
